epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
0;0.4856225550174713;0.8197998;0.47183942919704636;0.8067490828684858;0.47530864197530864;0.8197998;nan;1.0;0.0;0.8726415;0.33431656222217704;0.8434434434434435;0.344683438539505;0.425;0.8726415;nan;1.0;0.0
1;0.3860979974269867;0.8487208;0.5838881689594779;0.8644487997721829;0.5987654320987654;0.8696187;0.6511628;0.95929444;0.34567901;0.8679245;0.4609399722673807;0.888888888888889;0.25983625650405884;0.5517241379310345;0.9067358;0.47368422;0.9459459;0.33333334
2;0.36134037375450134;0.86206895;0.6234447401241269;0.881015796438682;0.6325301204819277;0.8874842;0.6759259;0.9525102;0.45061728;0.8679245;0.5321337608091704;0.9015015015015014;0.2493237555027008;0.5757575757575758;0.9067358;0.47368422;0.9459459;0.33333334
3;0.34070754051208496;0.8698554;0.6695722172256832;0.8888051325862272;0.6369047619047619;0.9189189;0.6415094;0.92265946;0.6296296;0.8915094;0.5240942910498586;0.9007007007007006;0.2837677597999573;0.6071428571428571;0.94505495;0.56666666;0.9297297;0.6296296
4;0.334253191947937;0.86540604;0.6751575116928213;0.8949025914200044;0.6625766871165644;0.8869347;0.69902915;0.9579376;0.44444445;0.8820755;0.4947666625913833;0.8978978978978979;0.2506645917892456;0.5588235294117647;0.91237116;0.5555556;0.9567568;0.37037036
5;0.31817692518234253;0.8787542;0.7076732041627067;0.9038310132837497;0.6686390532544378;0.9164456;0.6827586;0.9375848;0.6111111;0.8867925;0.5099839035938868;0.8908908908908909;0.25841766595840454;0.5882352941176471;0.9259259;0.5652174;0.9459459;0.4814815
6;0.2985706627368927;0.8809789;0.7229269692832178;0.9101127359833828;0.6728395061728395;0.922252;0.6797386;0.93351424;0.6419753;0.8915094;0.5122221063436814;0.8888888888888888;0.26725122332572937;0.5925925925925926;0.9354839;0.5769231;0.94054055;0.5555556
7;0.313515841960907;0.87652946;0.7108581980012185;0.9077759351391194;0.6585365853658537;0.9264305;0.6545454;0.92265946;0.6666667;0.8820755;0.5093747417895793;0.8886886886886887;0.2763102352619171;0.5555555555555556;0.9347826;0.53571427;0.9297297;0.5555556
8;0.28971290588378906;0.8820912;0.7459385673702231;0.9207749133122267;0.6863905325443787;0.9113429;0.7121212;0.9484396;0.5802469;0.8820755;0.49014295364805965;0.8874874874874874;0.25875604152679443;0.5625;0.9166667;0.55;0.95135134;0.4074074
9;0.28615519404411316;0.8887653;0.7732432869273792;0.9270482603815936;0.6951219512195121;0.92297477;0.7123288;0.94301224;0.6419753;0.8867925;0.4801803828694767;0.8904904904904904;0.2576406002044678;0.5517241379310345;0.93048126;0.56;0.94054055;0.5185185
10;0.2811223566532135;0.89766407;0.7910564162982564;0.9307167864381793;0.7098765432098766;0.9249012;0.75;0.9525102;0.6481481;0.8820755;0.4853785215442129;0.868068068068068;0.27980437874794006;0.5555555555555556;0.93010753;0.53846157;0.9351351;0.5185185
