epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
0;0.735422670841217;0.7942158;0.2558191059302553;0.6368410472888084;0.30246913580246915;0.8301435;0.31746033;0.94165534;0.12345679;0.8113208;0.16399379262902145;0.6418418418418419;0.4945598244667053;0.20512820512820512;0.8680203;0.06666667;0.92432433;0.037037037
1;0.7049910426139832;0.6718576;0.3023009799249579;0.6594720002680201;0.32386363636363635;0.8611111;0.2682927;0.71506107;0.47530866;0.6745283;0.283320769130045;0.6814814814814814;0.5686776041984558;0.37037037037037035;0.9202899;0.21621622;0.6864865;0.5925926
2;0.6764380931854248;0.3971079;0.34898311625519896;0.6696818935624905;0.3902439024390244;0.8707224;0.20125785;0.31071913;0.79012346;0.3537736;0.2845561326263887;0.7013013013013012;0.7534956932067871;0.325;0.9444444;0.15189873;0.27567568;0.8888889
3;0.6414639949798584;0.70522803;0.39447167723156945;0.7388394726703185;0.4397590361445783;0.89464885;0.32890365;0.72591585;0.6111111;0.7028302;0.36647907790260265;0.8016016016016017;0.5398045182228088;0.4444444444444444;0.942029;0.25675675;0.7027027;0.7037037
4;0.6141229867935181;0.56395996;0.4234144957245932;0.7418295726753438;0.4277456647398844;0.91366905;0.2614108;0.5169607;0.7777778;0.5283019;0.3774830239900609;0.8214214214214214;0.6395638585090637;0.42105263157894735;0.96703297;0.1983471;0.47567567;0.8888889
5;0.6145903468132019;0.5939933;0.4378777513563866;0.7452887079752751;0.4382716049382716;0.90434784;0.26879272;0.5644505;0.72839504;0.6226415;0.35659043794715933;0.8172172172172172;0.6055205464363098;0.41935483870967744;0.972973;0.23762377;0.5837838;0.8888889
6;0.5750744938850403;0.5483871;0.4435569731264536;0.7418965777174733;0.44171779141104295;0.91067;0.25403225;0.4979647;0.7777778;0.5235849;0.3882160581597839;0.8124124124124125;0.6518052220344543;0.4473684210526316;0.95652175;0.19166666;0.47567567;0.8518519
7;0.5769404172897339;0.5539488;0.4260851410837373;0.7451379466304838;0.4382716049382716;0.92424244;0.26242545;0.49660787;0.8148148;0.5283019;0.3839845193386832;0.8264264264264264;0.6677985191345215;0.475;0.9775281;0.20325203;0.47027028;0.9259259
8;0.5762866139411926;0.8064516;0.448249622795779;0.7813206693803709;0.44785276073619634;0.87583447;0.46;0.890095;0.42592594;0.8349057;0.47009690582141217;0.8502502502502503;0.4115109443664551;0.42857142857142855;0.9166667;0.375;0.8918919;0.44444445
9;0.539008378982544;0.8064516;0.4467126358427778;0.7795617870244737;0.45180722891566266;0.8718626;0.45774648;0.8955224;0.40123457;0.8396226;0.4245053524021834;0.8318318318318317;0.3564780652523041;0.4074074074074074;0.91256833;0.37931034;0.9027027;0.4074074
