epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
0;0.3531325161457062;0.5;0.3706232697880497;0.742734140744091;0.41358024691358025;0.8197998;nan;1.0;0.0;0.5;0.24448678274340793;0.6804804804804805;0.25953713059425354;0.3333333333333333;0.8726415;nan;1.0;0.0
1;0.3040775954723358;0.5425984859466553;0.4739550520857956;0.8259376518082985;0.48502994011976047;0.8327606;0.61538464;0.9864315;0.09876543;0.5474474430084229;0.30507003605091393;0.7803803803803804;0.23436196148395538;0.3870967741935484;0.88349515;0.5;0.9837838;0.11111111
2;0.2817041575908661;0.6264384984970093;0.5312715158915842;0.851759719918924;0.5493827160493827;0.86080587;0.6;0.95658076;0.2962963;0.5628628730773926;0.3276038077038178;0.8094094094094094;0.22427020967006683;0.39285714285714285;0.8877551;0.3125;0.94054055;0.18518518
3;0.2643977999687195;0.5776001811027527;0.5447808636176846;0.8551853526977904;0.558282208588957;0.84382284;0.68292683;0.9823609;0.17283951;0.5447447299957275;0.3644378374357393;0.8260260260260259;0.22539937496185303;0.42857142857142855;0.8829268;0.42857143;0.97837836;0.11111111
4;0.25804516673088074;0.7382574081420898;0.5877100551022705;0.8706467661691542;0.5521472392638037;0.9073306;0.53977275;0.890095;0.58641976;0.6916916966438293;0.408349207017102;0.8202202202202202;0.23297849297523499;0.4074074074074074;0.9248555;0.35897437;0.8648649;0.5185185
5;0.24424226582050323;0.6953908801078796;0.6191579721028225;0.8829086888788381;0.588957055214724;0.8852459;0.6698113;0.9525102;0.4382716;0.6766766309738159;0.41063975288369936;0.8302302302302302;0.2182704210281372;0.42857142857142855;0.9162304;0.52380955;0.9459459;0.4074074
6;0.2483869194984436;0.7008852958679199;0.6357334263425073;0.8887548788046301;0.5987654320987654;0.8873418;0.66972476;0.95115334;0.45061728;0.655455470085144;0.492201959903592;0.837037037037037;0.21274417638778687;0.4827586206896552;0.91099477;0.47619048;0.94054055;0.37037036
7;0.2264450639486313;0.7627477049827576;0.6868724675636864;0.9008409132787243;0.6380368098159509;0.9131016;0.6423841;0.92673;0.59876543;0.7025024890899658;0.5161253439751136;0.8362362362362363;0.23182742297649384;0.45161290322580644;0.92655367;0.4;0.8864865;0.5185185
8;0.22797268629074097;0.7562021613121033;0.6921535473927306;0.9069551233730337;0.6380368098159509;0.90993375;0.6527778;0.9321574;0.5802469;0.7214214205741882;0.518369108639682;0.8518518518518519;0.2139923870563507;0.5;0.9293478;0.5;0.92432433;0.5185185
9;0.22671286761760712;0.7695319652557373;0.6961168902091455;0.9076335494245941;0.6585365853658537;0.91424805;0.6879433;0.9402985;0.59876543;0.7187187075614929;0.5432450880891768;0.8534534534534535;0.21983648836612701;0.5151515151515151;0.92896175;0.4827586;0.9189189;0.5185185
10;0.2224786877632141;0.714215099811554;0.7066502677884652;0.9080690821984354;0.6604938271604939;0.8915511;0.7169811;0.95929444;0.4691358;0.719119131565094;0.5277038098041497;0.8248248248248249;0.2234533727169037;0.4864864864864865;0.92670155;0.61904764;0.9567568;0.4814815
11;0.23125572502613068;0.7829288244247437;0.7201621410002392;0.9136807544767744;0.6728395061728395;0.92;0.68456376;0.936228;0.6296296;0.7210210561752319;0.5433006062791392;0.849049049049049;0.22535306215286255;0.5185185185185185;0.9318182;0.41666666;0.8864865;0.5555556
